,0
2024-09-02,2728998703.4873114
2024-09-03,2705675217.7474003
2024-09-04,2624806269.1853366
2024-09-05,2644109605.3863087
2024-09-06,2648937494.381315
2024-09-09,2618815156.3233075
2024-09-10,2608493717.8738575
2024-09-11,2610097225.3283324
2024-09-12,2650364691.870417
2024-09-13,2676004494.3525395
2024-09-16,2674237569.6501255
2024-09-18,2631009811.889922
2024-09-19,2715601147.2209606
2024-09-20,2696695900.804385
2024-09-23,2675483518.5006227
2024-09-24,2685314935.437972
2024-09-25,2687989306.7674546
2024-09-26,2676193838.786205
2024-09-27,2665263557.2467346
2024-09-30,2646930768.705785
2024-10-01,2658404444.3364925
2024-10-04,2628703415.327076
2024-10-07,2650785540.2911777
2024-10-08,2649372650.846261
2024-10-09,2638856922.297211
2024-10-11,2627800152.519024
2024-10-14,2641445059.457751
2024-10-15,2658339805.007751
2024-10-16,2626924610.3077517
2024-10-17,2674514410.5077505
2024-10-18,2692662037.757751
2024-10-21,2672435855.857751
2024-10-22,2695909013.345937
2024-10-23,2667144045.095936
2024-10-24,2640617358.6627226
2024-10-25,2667859002.412722
2024-10-28,2654905213.1515226
2024-10-29,2633536870.251522
2024-10-30,2624902896.0515223
2024-11-01,2627192051.9515224
2024-11-04,2659644738.553925
2024-11-05,2683739250.9747543
2024-11-06,2710327921.4452786
2024-11-07,2720246482.1895037
2024-11-08,2721911701.5895033
2024-11-11,2728523367.239504
2024-11-12,2663935862.839503
2024-11-13,2662974268.3895035
2024-11-14,2644529418.7007914
2024-11-15,2621961841.2502785
2024-11-18,2548870450.703511
2024-11-19,2595317835.967489
2024-11-20,2568011270.048841
2024-11-21,2567946057.1988406
2024-11-22,2583066839.2696366
2024-11-25,2607387402.489661
2024-11-26,2564178279.0142255
2024-11-27,2497572274.594311
2024-11-28,2476680577.189803
2024-11-29,2519134325.029012
2024-12-02,2551154975.279286
2024-12-03,2597780114.3792872
2024-12-04,2647718490.3792853
2024-12-05,2659078853.279286
2024-12-06,2660024564.3292866
2024-12-09,2677998832.729286
2024-12-10,2615937870.8292866
2024-12-11,2597776713.8448863
2024-12-12,2611039210.368388
2024-12-13,2591515100.6683874
2024-12-16,2537093759.203158
2024-12-17,2558968824.8031573
2024-12-18,2522649424.4994802
2024-12-19,2508642384.2779837
2024-12-20,2476840456.278759
2024-12-23,2508925139.448609
2024-12-24,2483429275.381945
2024-12-25,2490506929.031945
2024-12-26,2492941935.431945
2024-12-27,2508374610.1319447
2024-12-30,2506400929.131945
2024-12-31,2505179278.6270947
2025-01-02,2470260569.9770947
2025-01-03,2475210019.6770945
2025-01-06,2512681135.177095
2025-01-07,2518550386.077095
2025-01-08,2505912598.977095
2025-01-09,2442011312.727095
2025-01-10,2427422265.3270946
2025-01-13,2348374894.977745
2025-01-14,2377496628.2619324
2025-01-15,2370870428.5034933
2025-01-16,2385489845.132593
2025-01-17,2393006231.861843
2025-01-20,2406652577.7884436
2025-01-21,2402922039.9297376
2025-01-22,2412989549.2763624
2025-02-03,2371320523.3438816
2025-02-04,2379040353.7341185
2025-02-05,2413099527.8868656
2025-02-06,2421680453.6054697
2025-02-07,2440693731.8694696
2025-02-10,2422685396.225208
2025-02-11,2434013055.290792
2025-02-12,2446462359.4800673
2025-02-13,2446624129.3413224
2025-02-14,2437956539.32845
2025-02-17,2453056033.8277125
2025-02-18,2420899688.568472
2025-02-19,2405995090.375241
2025-02-20,2383397912.569534
2025-02-21,2395320953.7819276
2025-02-24,2389888188.001608
2025-02-25,2373063049.328829
2025-02-26,2380955622.3422794
2025-02-27,2348964834.6984096
2025-03-03,2334027320.698409
2025-03-04,2316147762.948409
2025-03-05,2327218228.318749
2025-03-06,2338588194.7187495
2025-03-07,2307873869.5687494
2025-03-10,2296864071.3687487
2025-03-11,2269175932.56875
2025-03-12,2258165870.367092
2025-03-13,2253010586.259102
2025-03-14,2251413892.736388
2025-03-17,2256843657.3416657
2025-03-18,2273867506.344355
2025-03-19,2261950969.449366
2025-03-20,2300169127.1477804
2025-03-21,2272274454.2676277
2025-03-24,2251740704.2817383
2025-03-25,2243706935.331739
2025-03-26,2274156262.681739
2025-03-27,2276083485.8317385
2025-03-28,2235319994.242446
2025-03-31,2160254566.9856863
2025-04-01,2195972662.758508
2025-04-02,2193795263.221796
2025-04-07,2019794891.0217962
2025-04-08,1981110697.4365406
2025-04-09,1926542519.415883
2025-04-10,1988742214.0340204
2025-04-11,1958376164.8873243
2025-04-14,1958193724.631309
2025-04-15,1954114754.259849
2025-04-16,1950217284.8903494
2025-04-17,1954139221.0454369
2025-04-18,1954852560.9894366
2025-04-21,1957174480.7705994
2025-04-22,1948511967.3394494
2025-04-23,1956597662.3494496
2025-04-24,1955384316.1563244
2025-04-25,1967220807.733587
2025-04-28,1969898371.598537
2025-04-29,1975948626.5658493
2025-04-30,1968974264.5550792
2025-05-02,1979343665.3550792
2025-05-05,1978409287.401904
2025-05-06,1983384321.9550292
2025-05-07,1982564589.691234
2025-05-08,1984283809.5426116
2025-05-09,1985878967.8675387
2025-05-12,1982719155.7030416
2025-05-13,1989597784.3559136
2025-05-14,2006417306.2808485
2025-05-15,2007715866.1630034
2025-05-16,2015981681.8323834
2025-05-19,1991170887.2823832
2025-05-20,2002453763.2823834
2025-05-21,2042433192.8323834
2025-05-22,2043876349.2323833
2025-05-23,2027240529.1323833
2025-05-26,2015149169.1615932
2025-05-27,2001558287.2115936
2025-05-28,2010420743.3753884
2025-05-29,2012442711.2785387
2025-06-02,1994819823.7285383
2025-06-03,2032648054.7047272
2025-06-04,2049734707.1047273
2025-06-05,2051029991.8799522
2025-06-06,2041141190.3566022
2025-06-09,2054410209.616042
2025-06-10,2087482240.9596198
2025-06-11,2092323025.4865947
2025-06-12,2090209642.1835072
2025-06-13,2095166065.1129186
2025-06-16,2099004485.4448733
2025-06-17,2085722031.4342513
2025-06-18,2083847880.7187173
2025-06-19,2079436082.5381298
2025-06-20,2060894796.5052848
2025-06-23,2060263575.2028596
2025-06-24,2086380681.3674397
2025-06-25,2105004555.9946697
2025-06-26,2132256558.4946697
2025-06-27,2123522815.7946699
2025-06-30,2126083075.0946698
2025-07-01,2153253426.8946695
2025-07-02,2153028495.84467
2025-07-03,2194251064.0942063
2025-07-04,2173898088.208481
2025-07-07,2144290002.8084805
2025-07-08,2170176180.8084807
2025-07-09,2208769486.358481
2025-07-10,2233521825.582706
2025-07-11,2200594872.982706
2025-07-14,2174556680.1327057
2025-07-15,2214826566.629336
2025-07-16,2215403623.9805098
2025-07-17,2203854058.23051
2025-07-18,2239788873.5575314
2025-07-21,2229587660.0575323
2025-07-22,2192069580.5575323
2025-07-23,2198963319.8075333
2025-07-24,2202244962.0575323
2025-07-25,2183316377.6575327
2025-07-28,2219288307.8575325
2025-07-29,2227235671.757532
2025-07-30,2236565044.957532
2025-07-31,2294144321.5575314
2025-08-01,2335371540.6575327
2025-08-04,2344356455.707533
2025-08-05,2407166122.8575325
2025-08-06,2406056218.8075314
2025-08-07,2424330722.9075317
2025-08-08,2471494897.757533
2025-08-11,2489441631.957532
2025-08-12,2474255109.999672
2025-08-13,2515086045.599672
2025-08-14,2497265142.899672
2025-08-15,2511281154.299672
2025-08-18,2549017620.1996727
2025-08-19,2471068740.5996723
2025-08-20,2380564016.0496736
2025-08-21,2449781385.725135
2025-08-22,2427260385.175135
2025-08-25,2469605418.825135
2025-08-26,2482044839.8251343
2025-08-27,2536699191.9098225
2025-08-28,2510530504.107556
2025-08-29,2538282958.2075562
2025-09-01,2456906140.807556
2025-09-02,2440110142.2075553
2025-09-03,2428732887.757556
2025-09-04,2434863228.1470103
2025-09-05,2499013595.3470097
2025-09-08,2511318776.39886
2025-09-09,2579594568.79886
2025-09-10,2655485939.44886
2025-09-11,2672548333.7988596
2025-09-12,2684293183.7988596
2025-09-15,2650753098.0926094
2025-09-16,2656123937.0926094
2025-09-17,2643049043.4926105
2025-09-18,2742089198.0926094
2025-09-19,2718125244.1926093
2025-09-22,2744312801.74261
2025-09-23,2768609856.47887
2025-09-24,2754725291.4288692
2025-09-25,2732822521.952019
2025-09-26,2632826580.2520185
2025-09-30,2674663439.7020187
2025-10-01,2734559895.8520184
2025-10-02,2806509059.1520185
2025-10-03,2851203257.102019
2025-10-07,2910352690.811487
2025-10-08,2893415183.161487
2025-10-09,2918786708.411487
2025-10-13,2943242168.000725
2025-10-14,2879521038.31276
2025-10-15,2937616147.81276
2025-10-16,2989869376.0127587
2025-10-17,2918976329.102837
2025-10-20,2964201026.302837
2025-10-21,2977891595.5028358
2025-10-22,3001993538.702837
2025-10-23,2984602034.952837
2025-10-27,3108123763.9028373
2025-10-28,3131404053.202837
2025-10-29,3179436098.3258123
2025-10-30,3158648636.875812
2025-10-31,3160890778.0358024
2025-11-03,3166575130.713236
2025-11-04,3073799826.7299995
2025-11-05,3051946658.8981624
2025-11-06,3083093748.5191126
2025-11-07,3019221551.4410996
2025-11-10,3038518369.602825
2025-11-11,3049869782.2858
2025-11-12,3086493187.385801
2025-11-13,3142511192.5357995
2025-11-14,3024687764.8358
2025-11-17,2996809127.9112406
2025-11-18,2899951258.4945955
2025-11-19,2899674301.641957
2025-11-20,2981956414.587632
2025-11-21,2846142628.4876323
2025-11-24,2913375335.5924926
2025-11-25,2938436106.330905
2025-11-26,2907547379.9309044
2025-11-27,2982702220.230905
2025-11-28,3014068022.130905
2025-12-01,2957617282.180905
2025-12-02,2968201370.2809052
2025-12-03,3019219163.8809047
2025-12-04,2981725553.2309055
2025-12-05,3018084046.022995
2025-12-08,3056057292.022995
2025-12-09,3047993389.622995
2025-12-10,3037989397.09077
2025-12-11,3010597361.2407703
2025-12-12,3084155592.39077
2025-12-15,3008190807.3907695
2025-12-16,2918170808.04077
2025-12-17,2916924427.1689076
2025-12-18,2904940988.990073
2025-12-19,2955678442.2945776
2025-12-22,2984692924.6031313
2025-12-23,2972953428.8531303
2025-12-24,2997193251.0678387
2025-12-26,3022622523.2429833
2025-12-29,3008902032.192983
2025-12-30,3006781138.8929834
2025-12-31,3010170956.7429833
2026-01-02,3026963206.0429845
2026-01-05,3057037129.768822
2026-01-06,3168767448.518822
2026-01-07,3252200125.4188223
2026-01-08,3255645412.718822
2026-01-09,3155991499.684823
2026-01-12,3247494164.422038
2026-01-13,3231513537.022038
2026-01-14,3249348556.2220383
2026-01-15,3336253530.822038
2026-01-16,3391877118.9938474
2026-01-19,3501527365.993848
2026-01-20,3513023639.393848
2026-01-21,3416996728.337686
2026-01-22,3450422095.837685
2026-01-23,3479109622.837686
2026-01-26,3540666690.537687
2026-01-27,3546627530.787687
2026-01-28,3629577172.687687
