,symbol,open_date,close_date,open_price,close_price,position_size,exit_reason,profit_loss,change_pct,trade_commission,cumulative_return
542,1504,2021-07-01,2021-08-13,33.1,30.1,343584,Low prediction,-1030752.0,-9.063444108761331,61968.810240000006,1238436174.4286385
543,1504,2021-07-02,2021-08-13,32.5,30.1,349937,Low prediction,-839848.7999999995,-7.384615384615378,62815.441185,1237533510.1874535
544,1504,2021-07-05,2021-08-13,32.05,30.1,381330,Low prediction,-743593.4999999984,-6.084243369734777,68206.11378750001,1236721710.573666
545,1504,2021-07-09,2021-08-13,32.3,30.1,327006,Low prediction,-719413.1999999986,-6.811145510835903,58606.01532,1235943691.358346
546,2360,2021-07-19,2021-08-13,214.5,180.0,50719,Low prediction,-1749805.5,-16.083916083916083,55900.5798375,1234137985.2785084
547,2360,2021-07-26,2021-08-13,201.5,180.0,59792,Low prediction,-1285528.0,-10.66997518610422,64792.8534,1232787664.4251084
548,2360,2021-08-03,2021-08-13,194.0,180.0,56126,Low prediction,-785764.0,-7.216494845360821,60220.39170000001,1231941680.0334084
549,2360,2021-08-04,2021-08-13,193.0,180.0,44096,Low prediction,-573248.0,-6.735751295336789,47249.966400000005,1231321182.0670085
550,1216,2021-05-06,2021-08-16,72.5,69.5,163311,Low prediction,-489933.0,-4.137931034482756,67096.32435000001,1230764152.7426584
551,3017,2021-06-08,2021-08-16,73.0,70.5,150565,Low prediction,-376412.5,-3.424657534246578,62633.1579375,1230325107.0847208
552,3017,2021-06-09,2021-08-16,74.0,70.5,179049,Low prediction,-626671.5,-4.729729729729726,74737.29071249999,1229623698.2940083
553,3017,2021-06-10,2021-08-16,70.8,70.5,167348,Low prediction,-50204.39999999952,-0.4237288135593209,69090.04017,1229504403.8538382
554,3017,2021-06-21,2021-08-16,76.7,70.5,160303,Low prediction,-993878.6000000004,-8.083441981747075,67529.24178,1228442996.0120583
555,3017,2021-06-23,2021-08-16,83.4,70.5,132580,Low prediction,-1710282.0000000007,-15.467625899280579,57116.45835,1226675597.5537083
556,3017,2021-06-24,2021-08-16,83.4,70.5,131592,Low prediction,-1697536.8000000007,-15.467625899280579,56690.82054,1224921369.9331684
557,3017,2021-06-25,2021-08-16,82.8,70.5,131752,Low prediction,-1620549.5999999996,-14.855072463768115,56647.10178,1223244173.2313883
558,2610,2021-07-30,2021-08-18,17.8,16.8,649943,Low prediction,-649943.0,-5.61797752808989,64802.566815000006,1222529427.6645734
559,2610,2021-08-02,2021-08-18,17.25,16.8,670697,Low prediction,-301813.6499999995,-2.608695652173909,66346.18561125,1222161267.828962
560,2371,2021-08-12,2021-08-18,26.05,24.8,621939,Low prediction,-777423.75,-4.798464491362764,91338.73896375002,1221292505.3399982
561,9945,2021-07-01,2021-08-19,56.6,65.1,200935,Low prediction,1707947.4999999986,15.017667844522965,74089.2555375,1222926363.5844607
562,2327,2021-07-05,2021-08-19,567.0,478.0,21555,Low prediction,-1918395.0,-15.696649029982368,63007.959375,1220944960.6250858
563,2327,2021-07-09,2021-08-19,583.0,478.0,18117,Low prediction,-1902285.0,-18.01029159519726,53371.323225,1218989304.3018608
564,2327,2021-07-15,2021-08-19,587.0,478.0,19364,Low prediction,-2110676.0,-18.568994889267465,57155.266500000005,1216821473.0353608
565,2449,2021-07-15,2021-08-19,45.1,42.4,252041,Low prediction,-680510.7000000008,-5.986696230598676,63485.9773875,1216077476.3579733
566,2327,2021-07-19,2021-08-19,575.0,478.0,18920,Low prediction,-1835240.0,-16.8695652173913,55521.213,1214186715.1449733
567,2449,2021-07-19,2021-08-19,45.7,42.4,238059,Low prediction,-785594.700000001,-7.221006564551436,60167.6268075,1213340952.8181658
568,2327,2021-07-20,2021-08-19,578.0,478.0,22915,Low prediction,-2291500.0,-17.301038062283737,67342.602,1210982110.2161658
569,2449,2021-07-26,2021-08-19,46.75,42.4,257716,Low prediction,-1121064.6000000003,-9.304812834224608,65521.393695000006,1209795524.2224708
570,2379,2021-07-30,2021-08-19,594.0,537.0,19476,Low prediction,-1110132.0,-9.595959595959592,62764.8183,1208622627.4041708
571,2449,2021-07-30,2021-08-19,46.5,42.4,248795,Low prediction,-1020059.5000000003,-8.817204301075277,63164.6965875,1207539403.2075832
572,5269,2021-07-30,2021-08-19,2085.0,1815.0,5548,Low prediction,-1497960.0,-12.949640287769782,61041.87,1205980401.3375833
573,9945,2021-07-30,2021-08-19,62.2,65.1,185999,Low prediction,539397.0999999985,4.662379421221852,70066.2882975,1206449732.1492858
574,2379,2021-08-02,2021-08-19,594.0,537.0,19476,Low prediction,-1110132.0,-9.595959595959592,62764.8183,1205276835.3309858
575,2449,2021-08-02,2021-08-19,46.8,42.4,247209,Low prediction,-1087719.5999999996,-9.401709401709402,62867.72078999999,1204126248.0101957
576,2379,2021-08-03,2021-08-19,607.0,537.0,17938,Low prediction,-1255660.0,-11.53212520593081,58140.6456,1202812447.3645957
577,2379,2021-08-04,2021-08-19,600.0,537.0,14184,Low prediction,-893592.0,-10.499999999999998,45831.6954,1201873023.6691957
578,2449,2021-08-04,2021-08-19,48.4,42.4,175842,Low prediction,-1055052.0,-12.396694214876035,45119.29878,1200772852.3704157
579,2379,2021-08-06,2021-08-19,614.0,537.0,18631,Low prediction,-1434587.0,-12.540716612377844,60572.641425,1199277692.7289908
580,2379,2021-08-10,2021-08-19,590.0,537.0,15164,Low prediction,-803692.0,-8.98305084745763,48782.2089,1198425218.5200908
581,2379,2021-08-12,2021-08-19,556.0,537.0,29139,Low prediction,-553641.0,-3.4172661870503607,92327.64997500001,1197779249.8701158
582,5269,2021-08-12,2021-08-19,1870.0,1815.0,8663,Low prediction,-476465.0,-2.941176470588236,92660.530875,1197210124.3392408
583,6669,2021-08-12,2021-08-19,900.0,870.0,18001,Low prediction,-540030.0,-3.3333333333333326,92385.63225,1196577708.7069907
584,5269,2021-08-13,2021-08-19,1960.0,1815.0,6794,Low prediction,-985130.0,-7.397959183673475,73540.80375,1195519037.9032407
585,5269,2021-08-16,2021-08-19,1920.0,1815.0,6489,Low prediction,-681345.0,-5.46875,69869.496375,1194767823.4068656
586,6669,2021-08-16,2021-08-19,868.0,870.0,14354,Low prediction,28708.0,0.23041474654377225,73013.77410000001,1194723517.6327655
587,2327,2021-08-18,2021-08-19,470.0,478.0,26511,Low prediction,212088.0,1.7021276595744705,73830.48389999999,1194861775.1488655
588,3036,2021-07-26,2021-08-23,63.4,58.1,190035,Low prediction,-1007185.4999999994,-8.359621451104093,66025.2853125,1193788564.363553
589,3036,2021-07-30,2021-08-23,61.7,58.1,187503,Low prediction,-675010.8000000003,-5.834683954619124,64691.34754500001,1193048862.216008
590,3036,2021-08-12,2021-08-23,65.9,58.1,245850,Low prediction,-1917630.0000000012,-11.836115326251907,86293.35,1191044938.866008
591,6446,2021-08-12,2021-08-23,93.0,86.6,174211,Low prediction,-1114950.400000001,-6.88172043010753,89845.83903,1189840142.6269782
592,3036,2021-08-13,2021-08-23,64.8,58.1,205505,Low prediction,-1376883.499999999,-10.339506172839496,71810.1259125,1188391449.0010657
593,3036,2021-08-16,2021-08-23,62.1,58.1,200634,Low prediction,-802536.0,-6.441223832528175,69336.10089,1187519576.9001758
594,6446,2021-08-16,2021-08-23,93.6,86.6,133113,Low prediction,-931791.0,-7.478632478632474,68764.17910499999,1186519021.7210708
595,3036,2021-08-17,2021-08-23,60.5,58.1,205941,Low prediction,-494258.39999999973,-3.966942148760333,70700.57500499999,1185954062.7460659
596,6446,2021-08-17,2021-08-23,93.3,86.6,133542,Low prediction,-894731.4000000004,-7.181136120042875,68928.70486499999,1184990402.6412008
597,3036,2021-08-18,2021-08-23,59.6,58.1,209067,Low prediction,-313600.5,-2.5167785234899376,71505.61800750002,1184605296.5231934
598,2883,2021-07-26,2021-08-24,14.5,13.35,830913,Low prediction,-955549.9500000003,-7.931034482758625,66253.88669625,1183583492.6864972
599,2883,2021-07-30,2021-08-24,14.1,13.35,820495,Low prediction,-615371.25,-5.319148936170215,64955.51229375,1182903165.9242034
600,2379,2021-08-20,2021-08-24,530.0,556.0,21186,Low prediction,550836.0,4.9056603773584895,68124.6423,1183385877.2819035
601,2383,2021-08-12,2021-08-27,211.5,232.5,76602,Low prediction,1608642.0,9.92907801418439,101895.9804,1184892623.3015034
602,3045,2021-08-13,2021-08-27,106.5,98.5,125039,Low prediction,-1000312.0,-7.511737089201875,73476.04237499999,1183818835.2591283
603,3045,2021-08-20,2021-08-27,102.5,98.5,109548,Low prediction,-438192.0,-3.9024390243902474,63748.719900000004,1183316894.5392284
604,3045,2021-08-23,2021-08-27,96.1,98.5,119476,Low prediction,286742.40000000066,2.4973985431841816,68436.45018,1183535200.4890485
605,3045,2021-08-24,2021-08-27,97.5,98.5,117522,Low prediction,117522.0,1.025641025641022,67551.6456,1183585170.8434484
606,2379,2021-08-26,2021-08-27,551.0,535.0,20795,Low prediction,-332720.0,-2.9038112522686066,65557.27725,1183186893.5661983
607,2886,2021-02-25,2021-08-30,29.4,32.0,312007,Low prediction,811218.2000000004,8.843537414965997,57251.72446500001,1183940860.0417333
608,2603,2021-07-19,2021-08-30,186.0,142.5,58490,Low prediction,-2544315.0,-23.38709677419355,52384.375125000006,1181344160.6666083
609,2603,2021-08-12,2021-08-30,134.5,142.5,120457,Low prediction,963656.0,5.947955390334569,99042.756825,1182208773.9097834
610,2603,2021-08-13,2021-08-30,137.5,142.5,96848,Low prediction,484240.0,3.6363636363636376,80044.872,1182612969.0377834
611,2890,2021-07-19,2021-08-31,14.35,14.25,758148,Low prediction,-75814.79999999973,-0.6968641114982521,63309.148740000004,1182473845.0890434
612,2890,2021-07-26,2021-08-31,14.3,14.25,842534,Low prediction,-42126.7000000006,-0.34965034965035446,70295.77112250001,1182361422.6179209
613,6446,2021-08-27,2021-09-01,104.0,85.4,112099,Low prediction,-2085041.3999999994,-17.884615384615376,58974.72340500001,1180217406.494516
614,6446,2021-08-30,2021-09-01,90.9,85.4,129067,Low prediction,-709868.5,-6.0506050605060535,65492.145142500005,1179442045.8493733
615,2379,2021-08-31,2021-09-01,548.0,564.0,21362,Low prediction,341792.0,2.9197080291970767,69994.7292,1179713843.1201735
616,6409,2021-06-23,2021-09-03,1245.0,1200.0,8881,Low prediction,-399645.0,-3.6144578313253017,62914.11412500001,1179251284.0060484
617,2609,2021-08-12,2021-09-03,124.5,127.0,130132,Low prediction,325330.0,2.008032128514059,96217.97415,1179480396.0318985
618,2609,2021-08-13,2021-09-03,133.0,127.0,100125,Low prediction,-600750.0,-4.511278195488721,75243.9375,1178804402.0943985
619,2609,2021-08-16,2021-09-03,135.0,127.0,92291,Low prediction,-738328.0,-5.925925925925924,69619.71585000001,1177996454.3785484
620,2609,2021-08-17,2021-09-03,129.0,127.0,96584,Low prediction,-193168.0,-1.5503875968992276,72032.3472,1177731254.0313485
621,2609,2021-08-18,2021-09-03,123.5,127.0,100894,Low prediction,353129.0,2.8340080971659853,74455.988475,1178009927.0428734
622,2327,2021-09-07,2021-09-09,481.0,459.0,24583,Low prediction,-540826.0,-4.5738045738045745,66779.7195,1177402321.3233733
623,2327,2021-09-08,2021-09-09,480.5,459.0,24609,Low prediction,-529093.5,-4.474505723204992,66832.8145875,1176806395.0087857
624,1503,2021-06-24,2021-09-13,54.1,51.1,202860,Low prediction,-608580.0,-5.5452865064695045,61509.18060000001,1176136305.8281858
625,1503,2021-06-28,2021-09-13,54.7,51.1,199442,Low prediction,-717991.2000000003,-6.581352833638032,60643.331730000005,1175357671.2964559
626,1503,2021-06-30,2021-09-13,54.0,51.1,210807,Low prediction,-611340.2999999997,-5.37037037037037,63888.7504725,1174682442.2459834
627,1503,2021-07-01,2021-09-13,53.6,51.1,212176,Low prediction,-530440.0,-4.664179104477617,64182.70956,1174087819.5364234
628,8464,2021-08-12,2021-09-13,455.5,417.0,35569,Low prediction,-1369406.5,-8.452250274423712,88720.2013125,1172629692.835111
629,8464,2021-08-13,2021-09-13,447.5,417.0,29758,Low prediction,-907619.0,-6.815642458100557,73886.510175,1171648187.324936
630,8464,2021-08-16,2021-09-13,431.0,417.0,28908,Low prediction,-404712.0,-3.24825986078886,71096.3352,1171172378.9897358
631,8464,2021-08-18,2021-09-13,430.0,417.0,28977,Low prediction,-376701.0,-3.023255813953485,71224.741575,1170724453.2481608
632,8464,2021-08-20,2021-09-13,411.5,417.0,27287,Low prediction,150078.5,1.3365735115431265,66351.41028750001,1170808180.3378732
633,8464,2021-09-03,2021-09-13,419.5,417.0,28187,Low prediction,-70467.5,-0.5959475566150174,68861.19333750001,1170668851.6445358
634,3037,2021-09-06,2021-09-13,155.0,145.0,76289,Low prediction,-762890.0,-6.451612903225811,65799.26250000001,1169840162.3820357
635,3037,2021-09-07,2021-09-13,155.0,145.0,76289,Low prediction,-762890.0,-6.451612903225811,65799.26250000001,1169011473.1195357
636,3037,2021-09-08,2021-09-13,146.5,145.0,80716,Low prediction,-121074.0,-1.0238907849829393,68639.87745,1168821759.2420857
637,2912,2021-08-13,2021-09-22,284.0,276.5,46889,Low prediction,-351667.5,-2.6408450704225372,76345.2559125,1168393746.4861732
638,2912,2021-08-16,2021-09-22,280.5,276.5,44418,Low prediction,-177672.0,-1.4260249554367221,72100.40805,1168143974.078123
639,2912,2021-08-17,2021-09-22,284.0,276.5,43871,Low prediction,-329032.5,-2.6408450704225372,71431.3105875,1167743510.2675357
640,2912,2021-08-18,2021-09-22,289.0,276.5,43115,Low prediction,-538937.5,-4.325259515570934,70507.5763125,1167134065.1912231
641,2912,2021-08-19,2021-09-22,289.0,276.5,38853,Low prediction,-485662.5,-4.325259515570934,63537.7678875,1166584864.9233356
642,2912,2021-08-20,2021-09-22,287.0,276.5,39124,Low prediction,-410802.0,-3.658536585365857,63869.440950000004,1166110193.4823856
643,2912,2021-08-23,2021-09-22,287.5,276.5,39936,Low prediction,-439296.0,-3.826086956521735,65223.4752,1165605674.0071857
644,2912,2021-08-24,2021-09-22,289.5,276.5,39579,Low prediction,-514527.0,-4.490500863557855,64753.22295,1165026393.7842357
645,5269,2021-09-10,2021-09-28,2265.0,1840.0,5185,Low prediction,-2203625.0,-18.76379690949227,58951.505625000005,1162763817.2786107
646,5269,2021-09-13,2021-09-28,2265.0,1840.0,5121,Low prediction,-2176425.0,-18.76379690949227,58223.849625,1160529168.4289856
647,5269,2021-09-14,2021-09-28,2095.0,1840.0,5536,Low prediction,-1411680.0,-12.171837708830546,61601.148,1159055887.2809856
648,2303,2021-09-13,2021-09-30,68.3,63.3,169833,Low prediction,-849165.0,-7.320644216691075,64100.06919,1158142622.2117956
649,2303,2021-09-14,2021-09-30,67.0,63.3,173131,Low prediction,-640584.7000000005,-5.5223880597015,65024.108152500005,1157437013.4036431
650,3017,2021-09-22,2021-10-06,77.0,76.0,149841,Low prediction,-149841.0,-1.2987012987012991,66832.832025,1157220339.571618
651,2395,2021-07-30,2021-10-12,375.0,350.5,30850,Low prediction,-755825.0,-6.533333333333335,64332.661875000005,1156400181.909743
652,2395,2021-08-02,2021-10-12,357.0,350.5,32406,Low prediction,-210639.0,-1.8207282913165312,66746.233125,1156122796.676618
653,2395,2021-08-04,2021-10-12,365.5,350.5,23284,Low prediction,-349260.0,-4.103967168262656,48239.7912,1155725296.8854182
654,2395,2021-08-05,2021-10-12,374.5,350.5,28124,Low prediction,-674976.0,-6.408544726301734,58627.993500000004,1154991692.8919182
655,1476,2021-09-13,2021-10-13,599.0,562.0,19364,Low prediction,-716468.0,-6.176961602671116,64683.989700000006,1154210540.902218
656,1476,2021-09-28,2021-10-13,611.0,562.0,15809,Low prediction,-774641.0,-8.01963993453355,53079.112725,1153382820.789493
657,1476,2021-09-30,2021-10-13,610.0,562.0,17691,Low prediction,-849168.0,-7.868852459016395,59372.765100000004,1152474280.024393
658,1303,2021-07-26,2021-10-18,88.7,89.2,135830,Low prediction,67915.0,0.5636978579481422,70782.03172500001,1152471412.9926682
659,2301,2021-08-25,2021-10-20,58.7,62.1,195203,Low prediction,663690.1999999997,5.792163543441231,69968.56332000002,1153065134.629348
660,2301,2021-09-01,2021-10-20,60.3,62.1,192716,Low prediction,346888.8000000008,2.9850746268656803,69516.51552,1153342506.9138281
661,2301,2021-09-07,2021-10-20,60.8,62.1,194487,Low prediction,252833.10000000082,2.1381578947368585,70293.9226275,1153525046.0912006
662,2301,2021-09-08,2021-10-20,60.8,62.1,194488,Low prediction,252834.40000000084,2.1381578947368585,70294.28406,1153707586.2071407
663,3661,2021-08-17,2021-10-22,574.0,990.0,21706,Low prediction,9029696.0,72.47386759581882,112842.9822,1162624439.2249408
664,3661,2021-08-18,2021-10-22,571.0,990.0,21822,Low prediction,9143418.0,73.38003502626971,113352.74235000001,1171654504.4825907
665,3661,2021-08-20,2021-10-22,561.0,990.0,20015,Low prediction,8586435.0,76.47058823529412,103681.202625,1180137258.2799656
666,3661,2021-08-23,2021-10-22,612.0,990.0,18760,Low prediction,7091280.0,61.76470588235294,98543.46600000001,1187129994.8139656
667,3661,2021-08-24,2021-10-22,650.0,990.0,17628,Low prediction,5993520.0,52.3076923076923,93551.796,1193029963.0179656
668,3661,2021-08-25,2021-10-22,650.0,990.0,17628,Low prediction,5993520.0,52.3076923076923,93551.796,1198929931.2219656
669,3661,2021-08-26,2021-10-22,680.0,990.0,16850,Low prediction,5223500.0,45.58823529411764,90143.2875,1204063287.9344656
670,3661,2021-08-27,2021-10-22,640.0,990.0,18216,Low prediction,6375600.0,54.6875,96412.734,1210342475.2004657
671,3661,2021-08-30,2021-10-22,672.0,990.0,17458,Low prediction,5551644.0,47.321428571428584,93196.9143,1215800922.2861657
672,3661,2021-08-31,2021-10-22,672.0,990.0,17420,Low prediction,5539560.0,47.321428571428584,92994.057,1221247488.2291658
673,3661,2021-09-01,2021-10-22,692.0,990.0,16793,Low prediction,5004314.0,43.063583815028906,90125.51204999999,1226161676.7171159
674,3661,2021-09-02,2021-10-22,745.0,990.0,15598,Low prediction,3821510.0,32.885906040268466,84890.16524999999,1229898296.5518658
675,3661,2021-09-03,2021-10-22,745.0,990.0,15872,Low prediction,3888640.0,32.885906040268466,86381.376,1233700555.175866
676,3661,2021-09-06,2021-10-22,728.0,990.0,16242,Low prediction,4255404.0,35.98901098901099,88001.59229999999,1237867957.583566
677,3661,2021-09-07,2021-10-22,764.0,990.0,15477,Low prediction,3497802.0,29.581151832460726,84650.67765,1241281108.905916
678,3661,2021-09-08,2021-10-22,795.0,990.0,14874,Low prediction,2900430.0,24.52830188679245,82009.65825000001,1244099529.247666
679,3661,2021-09-09,2021-10-22,783.0,990.0,14999,Low prediction,3104793.0,26.436781609195403,82442.378475,1247121879.869191
680,3661,2021-09-10,2021-10-22,764.0,990.0,15372,Low prediction,3474072.0,29.581151832460726,84076.3854,1250511875.4837909
681,3443,2021-09-13,2021-10-22,455.0,533.0,25493,Low prediction,1988454.0,17.14285714285715,76654.9017,1252423674.5820909
682,3661,2021-09-13,2021-10-22,821.0,990.0,14128,Low prediction,2387632.0,20.584652862362972,78419.9364,1254732886.645691
683,3443,2021-09-14,2021-10-22,460.5,533.0,25189,Low prediction,1826202.5,15.74375678610207,75938.22288750001,1256483150.9228034
684,3661,2021-09-14,2021-10-22,812.0,990.0,14285,Low prediction,2542730.0,21.921182266009854,79108.18725,1258946772.7355535
685,3443,2021-09-22,2021-10-22,478.0,533.0,24137,Low prediction,1327535.0,11.506276150627626,73368.635475,1260200939.1000786
686,3443,2021-10-12,2021-10-22,522.0,533.0,19135,Low prediction,210485.0,2.1072796934865856,59363.94562500001,1260352060.1544535
687,1301,2021-09-30,2021-10-26,114.5,111.5,94250,Low prediction,-282750.0,-2.6200873362445365,61879.8375,1260007430.3169534
688,1301,2021-10-06,2021-10-26,115.5,111.5,98022,Low prediction,-392088.0,-3.463203463203468,64496.02545,1259550846.2915034
689,1301,2021-10-12,2021-10-26,117.0,111.5,85373,Low prediction,-469551.5,-4.700854700854706,56355.7844625,1259024939.007041
690,1301,2021-10-13,2021-10-26,118.0,111.5,83438,Low prediction,-542347.0,-5.508474576271183,55197.365925000006,1258427394.641116
691,2881,2021-07-26,2021-10-28,82.2,75.0,146572,Low prediction,-1055318.4000000004,-8.75912408759124,65812.29371999999,1257306263.9473958
692,2881,2021-07-30,2021-10-28,75.8,75.0,152625,Low prediction,-122099.99999999956,-1.055408970976246,67138.21125,1257117025.7361457
693,2881,2021-09-10,2021-10-28,77.5,75.0,151545,Low prediction,-378862.5,-3.2258064516129004,67030.24781249999,1256671132.9883332
694,2881,2021-09-13,2021-10-28,78.6,75.0,147578,Low prediction,-531280.7999999991,-4.580152671755721,65506.922640000004,1256074345.2656932
695,2881,2021-09-14,2021-10-28,81.9,75.0,141633,Low prediction,-977267.7000000008,-8.424908424908429,63534.0852225,1255033543.4804707
696,2881,2021-09-22,2021-10-28,76.7,75.0,150427,Low prediction,-255725.90000000043,-2.2164276401564598,66364.25565749999,1254711453.3248131
697,2882,2021-07-26,2021-11-01,58.3,58.1,206659,Low prediction,-41331.79999999912,-0.34305317324184736,70299.19203,1254599822.3327832
698,6669,2021-10-27,2021-11-01,852.0,881.0,17432,Low prediction,505528.0,3.4037558685446,89121.5358,1255016228.7969832
699,3653,2021-10-18,2021-11-02,341.0,389.5,35324,Low prediction,1713214.0,14.222873900293266,78047.05335,1256651395.7436333
700,3653,2021-10-20,2021-11-02,364.5,389.5,32896,Low prediction,822400.0,6.858710562414272,73784.0832,1257400011.6604333
701,3653,2021-10-22,2021-11-02,388.0,389.5,41402,Low prediction,62103.0,0.3865979381443285,94249.065375,1257367865.5950582
702,3653,2021-10-25,2021-11-02,385.0,389.5,41725,Low prediction,187762.5,1.1688311688311748,94805.9803125,1257460822.1147456
703,3653,2021-10-27,2021-11-02,378.0,389.5,39293,Low prediction,451869.5,3.0423280423280463,88888.13343750002,1257823803.4813082
704,3653,2021-10-28,2021-11-02,378.0,389.5,36128,Low prediction,415472.0,3.0423280423280463,81728.31,1258157547.1713083
705,3653,2021-10-29,2021-11-02,375.5,389.5,36369,Low prediction,509166.0,3.728362183754985,82143.932625,1258584569.2386832
706,1229,2021-07-21,2021-11-05,52.4,58.0,205660,Low prediction,1151696.0000000002,10.687022900763354,68139.2712,1259668125.9674833
707,1229,2021-07-28,2021-11-05,53.4,58.0,177547,Low prediction,816716.2000000003,8.614232209737827,59077.876515,1260425764.2909682
708,1229,2021-07-30,2021-11-05,52.6,58.0,219942,Low prediction,1187686.7999999996,10.266159695817478,72933.86691000001,1261540517.2240582
709,1229,2021-08-05,2021-11-05,52.4,58.0,201001,Low prediction,1125605.6000000003,10.687022900763354,66595.65132,1262599527.172738
710,1229,2021-09-10,2021-11-05,56.7,58.0,207139,Low prediction,269280.69999999943,2.2927689594356204,69898.5377025,1262798909.3350356
711,1229,2021-09-13,2021-11-05,57.9,58.0,200338,Low prediction,20033.800000000283,0.17271157167531026,67946.135235,1262750996.9998004
712,1229,2021-09-14,2021-11-05,59.2,58.0,195942,Low prediction,-235130.40000000055,-2.0270270270270285,66818.18142000001,1262449048.4183805
713,1229,2021-09-22,2021-11-05,56.5,58.0,204208,Low prediction,306312.0,2.6548672566371723,68851.2798,1262686509.1385806
714,1229,2021-09-28,2021-11-05,54.7,58.0,176595,Low prediction,582763.4999999995,6.032906764168189,59088.2455125,1263210184.393068
715,2880,2021-07-30,2021-11-08,19.35,20.4,597880,Low prediction,627773.9999999983,5.426356589147274,70456.42125,1263767501.971818
716,1101,2021-09-22,2021-11-10,49.8,48.75,231682,Low prediction,-243266.09999999934,-2.108433734939752,66419.46456749999,1263457816.4072504
717,1101,2021-09-28,2021-11-10,50.6,48.75,190904,Low prediction,-353172.40000000026,-3.65612648221344,54946.70517,1263049697.3020804
718,6409,2021-10-12,2021-11-12,1495.0,1755.0,6681,Low prediction,1737060.0,17.391304347826097,66116.84625,1264720640.4558303
719,6409,2021-10-13,2021-11-12,1665.0,1755.0,5913,Low prediction,532170.0,5.405405405405395,59948.9505,1265192861.5053303
720,2327,2021-11-01,2021-11-22,437.0,463.0,31228,Low prediction,811928.0,5.949656750572085,83425.60200000001,1265921363.9033303
721,2327,2021-11-02,2021-11-22,424.0,463.0,33550,Low prediction,1308450.0,9.198113207547177,89007.31125,1267140806.5920804
722,2327,2021-11-03,2021-11-22,413.0,463.0,34445,Low prediction,1722250.0,12.106537530266337,90841.7985,1268772214.7935803
723,5871,2021-07-30,2021-11-24,225.5,244.0,51304,Low prediction,949124.0,8.203991130820398,71878.8279,1269649459.9656804
724,5871,2021-08-12,2021-11-24,228.5,244.0,70904,Low prediction,1099012.0,6.783369803063466,99642.2775,1270648829.6881804
725,5871,2021-08-13,2021-11-24,230.5,244.0,57773,Low prediction,779935.5,5.856832971800441,81353.77211250001,1271347411.4160678
726,5871,2021-08-16,2021-11-24,230.0,244.0,54171,Low prediction,758394.0,6.08695652173914,76242.97395,1272029562.442118
727,5871,2021-08-17,2021-11-24,226.0,244.0,55130,Low prediction,992340.0,7.964601769911495,77278.47750000001,1272944623.964618
728,5871,2021-08-18,2021-11-24,228.5,244.0,54531,Low prediction,845230.5,6.783369803063466,76633.09593750001,1273713221.3686805
729,5871,2021-08-19,2021-11-24,230.0,244.0,48820,Low prediction,683480.0,6.08695652173914,68711.709,1274327989.6596804
730,5871,2021-08-20,2021-11-24,230.0,244.0,48820,Low prediction,683480.0,6.08695652173914,68711.709,1274942757.9506803
731,5871,2021-08-23,2021-11-24,237.0,244.0,48446,Low prediction,339122.0,2.9535864978903037,68668.57155,1275213211.3791304
732,5871,2021-08-24,2021-11-24,249.0,244.0,46017,Low prediction,-230085.0,-2.008032128514059,66012.53692500001,1274917113.8422053
733,5871,2021-08-25,2021-11-24,247.5,244.0,46296,Low prediction,-162036.0,-1.4141414141414121,66313.81169999999,1274688764.0305052
734,5871,2021-08-26,2021-11-24,243.0,244.0,47154,Low prediction,47154.0,0.4115226337448652,67240.42515,1274668677.6053553
735,5871,2021-08-27,2021-11-24,249.0,244.0,46820,Low prediction,-234100.0,-2.008032128514059,67164.4605,1274367413.1448553
736,5871,2021-08-30,2021-11-24,261.0,244.0,44950,Low prediction,-764150.0,-6.513409961685824,65250.543750000004,1273538012.6011052
737,5871,2021-08-31,2021-11-24,264.0,244.0,44344,Low prediction,-886880.0,-7.57575757575758,64560.4296,1272586572.1715052
738,5871,2021-09-01,2021-11-24,267.0,244.0,43523,Low prediction,-1001029.0,-8.614232209737827,63551.196525,1271521991.97498
739,5871,2021-09-02,2021-11-24,260.5,244.0,44609,Low prediction,-736048.5,-6.3339731285988465,64723.7557125,1270721219.7192676
740,5871,2021-09-03,2021-11-24,257.5,244.0,45921,Low prediction,-619933.5,-5.2427184466019465,66431.0406375,1270034855.17863
741,5871,2021-09-06,2021-11-24,254.5,244.0,46463,Low prediction,-487861.5,-4.1257367387033455,67016.4888375,1269479977.1897926
742,5871,2021-09-07,2021-11-24,254.5,244.0,46463,Low prediction,-487861.5,-4.1257367387033455,67016.4888375,1268925099.2009552
743,5871,2021-09-10,2021-11-24,265.5,244.0,44237,Low prediction,-951095.5,-8.097928436911484,64499.204887500004,1267909504.4960678
744,5871,2021-09-13,2021-11-24,267.0,244.0,43444,Low prediction,-999212.0,-8.614232209737827,63435.8427,1266846856.6533678
745,5871,2021-09-14,2021-11-24,274.0,244.0,42338,Low prediction,-1270140.0,-10.948905109489049,62243.2107,1265514473.4426677
746,5871,2021-10-20,2021-11-24,239.5,244.0,50066,Low prediction,225297.0,1.8789144050104456,71143.160175,1265668627.2824926
747,5871,2021-10-22,2021-11-24,245.5,244.0,65435,Low prediction,-98152.5,-0.6109979633401208,93541.7863125,1265476932.99618
748,5871,2021-10-25,2021-11-24,242.0,244.0,66381,Low prediction,132762.0,0.8264462809917328,94563.05355000001,1265515131.94263
