stock_id,date,pred_pct,true_pct
5880,2020-08-13,0.02422887995032652,-0.02522303305004625
2610,2018-04-16,0.008702109862752216,-0.027172198932000402
2610,2020-08-26,0.005732287961240923,0.04526104354811955
1301,2020-04-07,0.10162201319616004,0.04670008678998516
2474,2018-03-23,-0.022917157496994522,-0.032870370608824584
2834,2020-06-09,0.04911828681326513,-0.014594833272270513
2207,2018-08-16,-0.022195012887025523,0.02108709912429818
3665,2019-06-26,0.026088687007210787,0.07974825125930196
2615,2018-05-30,-0.03187038577098367,0.01600810416680476
2881,2019-05-08,-0.0009000888275549901,-0.03799482042873281
1326,2018-11-30,-0.09995913667716949,-0.017057900233255152
2371,2020-09-08,-0.11757819981822237,-9.661425759655007e-05
1229,2019-01-07,-0.029619565512902235,0.03180790960919322
2376,2019-07-17,0.047905762361424964,0.005214723645968089
1504,2018-07-13,-0.0050948188064930955,-0.00848348198416915
2301,2018-04-13,-0.01669572882647774,-0.05133495235460572
3008,2019-10-09,0.06826773117033769,0.00018684564621573863
2317,2019-08-21,0.023048262219383053,0.004625850227228279
3533,2019-03-12,0.03684428092467251,0.05638767105323628
2609,2019-01-08,0.0005023559161789759,0.012159090593392152
1605,2020-11-06,0.013850476996793981,0.04469273629888093
1402,2018-04-02,0.015844651527115783,0.04585705398546036
2615,2018-12-20,0.04205525970814272,-0.015000000053665419
3533,2019-04-01,0.12232701912173805,-0.07881241578066012
2603,2020-03-24,-0.12361914019499454,0.06430084503652034
2884,2019-07-17,0.024632378538049116,0.02277038278457244
2609,2020-08-28,0.20976440697874832,0.11331886613221731
8464,2018-03-13,0.09061994593746703,-0.08850762672063806
2885,2019-11-20,0.06422101567625371,0.0020833331831944246
2357,2018-09-17,-0.08023027960728646,-0.024683962952895766
3037,2019-06-19,0.13568955840780017,0.08313450304684755
3045,2020-06-03,0.024715871696755487,0.02148012400022492
2618,2020-10-19,0.04714523563580553,0.09158878296045647
2892,2019-08-28,0.017877122745923568,0.032783018954812615
1504,2018-07-23,-0.002701869312290772,-0.021529323567987757
2395,2020-02-10,-0.02765177829257426,-0.07145214638766917
4938,2020-07-07,0.030935186193242092,-0.03358739785053011
4958,2020-02-26,-0.13282276354826195,-0.18476190676666537
5876,2020-10-28,-0.034848360564589176,0.037182852935903954
2618,2019-08-12,-0.028012247698815163,0.011929436035959196
2881,2019-03-21,-0.00976015647925288,-0.02850035540192586
1402,2018-11-30,-0.1154567599205617,-0.0007615661751413372
6415,2020-10-19,-0.0372279433981354,0.15205479365714125
1102,2018-01-23,0.0045836818451594485,-0.05022075063164688
1402,2018-04-24,0.028017648644860005,0.060211049836975894
2449,2018-10-09,-0.09395538075969934,-0.029092452592616502
2892,2020-01-07,0.012314996072205764,0.018329795657606063
2890,2018-03-09,0.02843879760378276,0.04411277233284938
2301,2020-01-20,-0.008934359385576629,-0.08693333506169909
2890,2020-03-30,0.01953573413110976,0.058409783610824384
2002,2018-04-25,-0.017096525801882367,0.005128205602183744
2303,2018-01-12,-0.0918214415094818,0.0018779324516384754
1605,2019-01-11,-0.006191626346170431,0.02983479111188725
2880,2019-11-01,0.016225948267376777,-0.007785336615384386
3711,2020-03-09,-0.16139350991307766,-0.1213836524926174
2347,2019-07-25,0.0007007650590922232,-0.0044038530405530185
2834,2018-07-11,0.016258117856563947,0.062367867523625664
1590,2019-12-13,0.06447528376693024,0.04201930381980268
2812,2018-04-26,0.021385261030237634,0.01986863760105817
2382,2020-08-13,0.022182482279261784,0.03724444727862508
5871,2019-07-30,0.042648213097791876,-0.04613434806932304
2379,2019-06-26,0.023744408622179636,-0.005592839410902162
2408,2018-10-17,-0.21800270217166617,-0.01130514013716244
2812,2019-08-28,-0.004862202891981582,0.009219858208398657
3653,2018-11-20,-0.010584082247461657,0.11807407748428189
9910,2020-11-10,0.002567632412159959,0.027256479985265925
3008,2019-02-19,0.1286214563507615,0.13747905815591976
3017,2020-02-14,-0.18123132665343977,-0.09198855149292084
3706,2018-05-15,0.026643558830974134,0.014256410448463708
2449,2019-01-04,0.04379884586074079,0.07868852353274658
2834,2020-05-22,0.011192663638488476,0.025039124446040173
2317,2020-06-17,0.0410577812489612,0.08035944175322163
2356,2018-11-23,-0.16357475390588294,-0.0003030226309758133
1476,2018-04-02,0.07316505279308005,0.035517574662873974
2301,2020-08-06,0.02566370010483876,-0.03735926291802927
