date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交股數,price:成交筆數,price:成交金額,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:投信買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),foreign_investors_shareholding:全體外資及陸資持股比率
2012-05-02,16.525700798302505,16.40638165896458,16.525700798302505,16.10808381061977,9243973.0,2081.0,126957374.0,828000.0,0.0,30000.0,266000.0,0.0,7.49
2012-05-03,16.167743380288734,16.525700798302505,16.585360367971468,16.10808381061977,5360769.0,1198.0,73161266.0,-98000.0,0.0,-33676.0,-32000.0,0.0,7.48
2012-05-04,16.466041228633543,16.048424240950805,16.525700798302505,16.048424240950805,6803925.0,1532.0,93267868.0,397000.0,0.0,-3000.0,155000.0,0.0,7.51
2012-05-07,16.10808381061977,16.10808381061977,16.346722089295618,16.10808381061977,3487876.0,983.0,47411785.0,-200000.0,0.0,0.0,-155000.0,0.0,7.5
2012-05-08,16.167743380288734,16.287062519626655,16.346722089295618,16.10808381061977,2146961.0,677.0,29173371.0,401000.0,0.0,0.0,19000.0,0.0,7.52
2012-05-09,16.048424240950805,16.048424240950805,16.227402949957693,15.988764671281846,1944493.0,694.0,26220702.0,-122000.0,0.0,0.0,-29000.0,0.0,7.52
2012-05-10,16.167743380288734,16.048424240950805,16.346722089295618,16.048424240950805,2548751.0,824.0,34713386.0,493000.0,0.0,0.0,186000.0,0.0,7.55
2012-05-11,16.346722089295618,16.287062519626655,16.40638165896458,16.227402949957693,4511875.0,1152.0,61729847.0,437000.0,0.0,0.0,-83000.0,0.0,7.59
2012-05-14,15.869445531943922,16.346722089295618,16.40638165896458,15.750126392605996,4376010.0,1088.0,58612782.0,-604000.0,0.0,0.0,-163000.0,0.0,7.55
2012-05-15,15.750126392605996,15.630807253268072,15.750126392605996,15.451828544261186,3726449.0,1009.0,48692451.0,219000.0,0.0,23000.0,31000.0,0.0,7.56
2012-05-16,15.511488113930149,15.750126392605996,15.809785962274958,15.511488113930149,2348357.0,697.0,30762371.0,-77000.0,0.0,245000.0,13000.0,0.0,7.56
2012-05-17,15.750126392605996,15.630807253268072,15.809785962274958,15.630807253268072,2051971.0,607.0,27005815.0,49000.0,0.0,0.0,84000.0,0.0,7.56
2012-05-18,15.153530695916375,15.511488113930149,15.511488113930149,15.153530695916375,4236922.0,1173.0,54448799.0,-505000.0,0.0,0.0,-331000.0,0.0,7.54
2012-05-21,15.2728498352543,15.153530695916375,15.392168974592225,15.153530695916375,3420451.0,670.0,43753367.0,306000.0,0.0,0.0,77000.0,0.0,7.56
2012-05-22,15.630807253268072,15.392168974592225,15.690466822937035,15.332509404923261,2846028.0,791.0,37080565.0,-127000.0,0.0,0.0,-93000.0,0.0,7.55
2012-05-23,15.2728498352543,15.571147683599111,15.571147683599111,15.2728498352543,1916129.0,647.0,24631594.0,-11000.0,0.0,-6000.0,-24000.0,0.0,7.55
2012-05-24,14.795573277902603,15.332509404923261,15.451828544261186,14.795573277902603,4582243.0,894.0,57812710.0,354000.0,0.0,0.0,74000.0,0.0,7.58
2012-05-25,14.67625413856468,14.914892417240527,14.974551986909491,14.67625413856468,2568814.0,653.0,31893969.0,129000.0,0.0,-300000.0,49000.0,0.0,7.58
2012-05-28,15.034211556578452,14.67625413856468,15.153530695916375,14.616594568895717,2359859.0,685.0,29471875.0,317000.0,0.0,0.0,66000.0,0.0,7.6
2012-05-29,15.630807253268072,15.153530695916375,15.869445531943922,15.153530695916375,5449509.0,1330.0,70961117.0,-40000.0,0.0,6000.0,44000.0,0.0,7.61
2012-05-30,15.392168974592225,15.571147683599111,15.630807253268072,15.332509404923261,1739234.0,559.0,22545292.0,-262000.0,0.0,19548.0,-36000.0,0.0,7.59
2012-05-31,15.690466822937035,15.2728498352543,15.690466822937035,15.153530695916375,2579165.0,729.0,33320617.0,664000.0,0.0,0.0,-56000.0,0.0,7.63
2012-06-01,15.2728498352543,15.511488113930149,15.571147683599111,15.153530695916375,3824802.0,828.0,49203924.0,1574000.0,0.0,0.0,-260000.0,0.0,7.72
