date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交股數,price:成交筆數,price:成交金額,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:投信買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),foreign_investors_shareholding:全體外資及陸資持股比率
2012-05-02,20.315967016380398,19.620743810496656,20.547708085008313,19.620743810496656,511129.0,216.0,6643143.0,41000.0,0.0,0.0,-1000.0,0.0,7.56
2012-05-03,20.084225947752486,20.315967016380398,20.315967016380398,20.084225947752486,249174.0,78.0,3246387.0,-12000.0,0.0,0.0,0.0,0.0,7.55
2012-05-04,20.238719993504425,20.084225947752486,20.47046106213234,20.084225947752486,258758.0,110.0,3383789.0,19000.0,0.0,0.0,0.0,0.0,7.56
2012-05-07,19.85248487912457,19.929731902000544,20.006978924876513,19.7752378562486,196500.0,88.0,2528849.0,-30000.0,0.0,0.0,0.0,0.0,7.54
2012-05-08,19.620743810496656,19.85248487912457,19.929731902000544,19.466249764744717,300000.0,114.0,3833250.0,-1000.0,0.0,0.0,0.0,0.0,7.54
2012-05-09,19.311755718992774,19.466249764744717,19.466249764744717,19.08001465036486,294197.0,129.0,3673211.0,-13000.0,0.0,0.0,-1000.0,0.0,7.53
2012-05-10,19.08001465036486,19.311755718992774,19.311755718992774,19.08001465036486,172836.0,79.0,2144522.0,0.0,0.0,0.0,0.0,0.0,7.53
2012-05-11,18.848273581736947,19.08001465036486,19.08001465036486,18.771026558860978,157686.0,78.0,1935069.0,0.0,0.0,0.0,-1000.0,0.0,7.53
2012-05-14,18.539285490233063,18.771026558860978,18.771026558860978,18.38479144448112,323335.0,113.0,3876870.0,0.0,0.0,0.0,0.0,0.0,7.53
2012-05-15,18.539285490233063,18.230297398729178,18.539285490233063,18.075803352977236,222120.0,90.0,2615390.0,-3000.0,0.0,0.0,0.0,0.0,7.53
2012-05-16,18.075803352977236,18.38479144448112,18.46203846735709,17.921309307225293,276687.0,109.0,3252986.0,-7000.0,0.0,0.0,0.0,0.0,7.52
2012-05-17,18.46203846735709,18.15305037585321,18.46203846735709,18.075803352977236,336500.0,98.0,3973899.0,1000.0,0.0,0.0,0.0,0.0,7.53
2012-05-18,17.844062284349324,18.230297398729178,18.230297398729178,17.689568238597378,307291.0,109.0,3568128.0,-17000.0,0.0,0.0,-1000.0,0.0,7.51
2012-05-21,17.61232121572141,17.844062284349324,17.921309307225293,17.61232121572141,253347.0,76.0,2908804.0,-6000.0,0.0,0.0,0.0,0.0,7.51
2012-05-22,17.844062284349324,17.76681526147335,17.998556330101266,17.76681526147335,226450.0,81.0,2608175.0,2000.0,0.0,0.0,0.0,0.0,7.51
2012-05-23,17.61232121572141,17.844062284349324,17.844062284349324,17.61232121572141,67000.0,39.0,768700.0,-13000.0,0.0,0.0,0.0,0.0,7.5
2012-05-24,17.14883907846558,17.61232121572141,17.76681526147335,16.99434503271364,360783.0,131.0,4025090.0,-6000.0,0.0,0.0,0.0,0.0,7.5
2012-05-25,17.071592055589612,16.99434503271364,17.303333124217524,16.99434503271364,89980.0,42.0,996375.0,-2000.0,0.0,0.0,0.0,0.0,7.5
2012-05-28,17.226086101341554,17.071592055589612,17.303333124217524,17.071592055589612,134001.0,43.0,1490761.0,0.0,0.0,0.0,0.0,0.0,7.5
2012-05-29,18.15305037585321,17.380580147093497,18.307544421605147,17.380580147093497,260706.0,135.0,3023879.0,11000.0,0.0,0.0,-1000.0,0.0,7.5
2012-05-30,17.998556330101266,18.15305037585321,18.15305037585321,17.844062284349324,115079.0,57.0,1336667.0,-6000.0,0.0,0.0,0.0,0.0,7.5
