date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交股數,price:成交筆數,price:成交金額,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:投信買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),foreign_investors_shareholding:全體外資及陸資持股比率
2012-05-02,18.033962264150944,17.371698113207547,18.08490566037736,17.371698113207547,6424106.0,1838.0,111848912.0,-2204000.0,0.0,374000.0,45000.0,0.0,6.54
2012-05-03,18.2377358490566,18.2377358490566,18.645283018867925,18.18679245283019,10249884.0,3385.0,185349979.0,-1533000.0,0.0,308031.0,294000.0,0.0,6.4
2012-05-04,18.390566037735848,18.2377358490566,18.645283018867925,18.2377358490566,4439531.0,1184.0,80535808.0,27000.0,0.0,-1000.0,-259000.0,0.0,6.4
2012-05-07,18.033962264150944,18.135849056603774,18.2377358490566,17.881132075471697,2860620.0,941.0,50694321.0,-227000.0,0.0,0.0,-26000.0,0.0,6.39
2012-05-08,18.08490566037736,18.2377358490566,18.2377358490566,17.983018867924528,1595982.0,473.0,28371577.0,-167000.0,0.0,185000.0,-1159.0,0.0,6.37
2012-05-09,17.830188679245282,17.881132075471697,18.08490566037736,17.830188679245282,1631055.0,532.0,28691562.0,-172000.0,0.0,109000.0,-1000.0,0.0,6.36
2012-05-10,17.932075471698116,17.932075471698116,18.033962264150944,17.72830188679245,2146873.0,577.0,37716962.0,20000.0,0.0,115000.0,-42000.0,0.0,6.36
2012-05-11,17.524528301886793,17.830188679245282,17.932075471698116,17.371698113207547,2081199.0,641.0,35914271.0,-8000.0,0.0,0.0,-33000.0,0.0,6.39
2012-05-14,17.57547169811321,17.626415094339624,17.626415094339624,17.32075471698113,1439235.0,511.0,24648677.0,-112000.0,0.0,539000.0,-55000.0,0.0,6.37
2012-05-15,17.57547169811321,17.422641509433962,17.57547169811321,17.116981132075473,1550850.0,539.0,26427845.0,-20000.0,0.0,259000.0,-29000.0,0.0,6.37
2012-05-16,17.16792452830189,17.57547169811321,17.626415094339624,17.116981132075473,2521731.0,631.0,42743327.0,-327000.0,0.0,134000.0,-14000.0,0.0,6.33
2012-05-17,17.473584905660378,17.371698113207547,17.57547169811321,17.2188679245283,1754938.0,686.0,29955692.0,156000.0,0.0,320000.0,-24000.0,0.0,6.35
2012-05-18,17.116981132075473,17.116981132075473,17.269811320754716,17.116981132075473,2016652.0,588.0,33999663.0,-238000.0,0.0,234000.0,-5000.0,0.0,6.33
2012-05-21,17.32075471698113,17.2188679245283,17.473584905660378,17.2188679245283,1324153.0,406.0,22582190.0,-7000.0,0.0,264000.0,-26000.0,0.0,6.33
2012-05-22,17.626415094339624,17.57547169811321,17.626415094339624,17.422641509433962,1265427.0,386.0,21762990.0,-34000.0,0.0,0.0,-29000.0,0.0,6.33
2012-05-23,17.2188679245283,17.422641509433962,17.473584905660378,17.16792452830189,965091.0,550.0,16362068.0,-124000.0,0.0,54000.0,-23000.0,0.0,6.32
2012-05-24,17.116981132075473,17.32075471698113,17.473584905660378,17.015094339622642,2194577.0,480.0,37036485.0,-2000.0,0.0,0.0,-22000.0,0.0,6.32
2012-05-25,17.015094339622642,17.2188679245283,17.269811320754716,17.015094339622642,1160291.0,318.0,19459936.0,-84000.0,0.0,70000.0,28000.0,0.0,6.32
2012-05-28,17.2188679245283,17.116981132075473,17.32075471698113,17.066037735849058,866462.0,250.0,14632609.0,-12000.0,0.0,70000.0,-11000.0,0.0,6.32
2012-05-29,17.57547169811321,17.32075471698113,17.67735849056604,17.269811320754716,2761400.0,713.0,47507148.0,59000.0,0.0,118000.0,-65000.0,0.0,6.34
2012-05-30,17.32075471698113,17.32075471698113,17.473584905660378,17.32075471698113,1474624.0,685.0,25135858.0,-259000.0,0.0,115448.0,97000.0,0.0,6.31
2012-05-31,17.626415094339624,17.116981132075473,17.626415094339624,17.116981132075473,1618777.0,552.0,27555213.0,181000.0,0.0,100000.0,8000.0,0.0,6.33
2012-06-01,17.16792452830189,17.524528301886793,17.524528301886793,17.116981132075473,1356574.0,443.0,22997377.0,-181247.0,0.0,0.0,26000.0,0.0,6.32
2012-06-04,16.30188679245283,16.91320754716981,16.91320754716981,16.149056603773584,4825841.0,1113.0,78159856.0,-6000.0,0.0,269000.0,-110000.0,0.0,6.32
