date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交股數,price:成交筆數,price:成交金額,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:投信買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),foreign_investors_shareholding:全體外資及陸資持股比率
2012-05-02,39.96114775842621,38.508015112665255,40.082242145572955,38.508015112665255,1329167.0,729.0,43267129.0,12000.0,0.0,0.0,0.0,0.0,1.33
2012-05-03,38.99239266125224,39.96114775842621,39.96114775842621,38.750203886958744,667821.0,371.0,21676633.0,-24000.0,0.0,0.0,0.0,0.0,1.3
2012-05-04,38.93184546767886,38.99239266125224,39.416223016265846,38.629109499811996,512078.0,310.0,16514883.0,-12000.0,0.0,0.0,0.0,0.0,1.28
2012-05-07,38.99239266125224,38.26582633837176,39.537317403412594,38.023637564078264,390474.0,245.0,12543292.0,-6000.0,0.0,0.0,0.0,0.0,1.28
2012-05-08,39.11348704839898,39.355675822692476,39.47677020983922,38.750203886958744,315386.0,193.0,10162256.0,-52000.0,0.0,0.0,0.0,0.0,1.22
2012-05-09,38.38692072551851,38.26582633837176,38.750203886958744,38.20527914479839,293239.0,161.0,9318224.0,0.0,0.0,0.0,0.0,0.0,1.22
2012-05-10,37.841995983358146,38.508015112665255,38.568562306238626,37.66035440263803,221103.0,135.0,6945013.0,10000.0,0.0,0.0,0.0,0.0,1.23
2012-05-11,36.933788079757555,38.14473195122501,38.14473195122501,36.81269369261081,404572.0,226.0,12407900.0,-50000.0,0.0,0.0,0.0,0.0,1.17
2012-05-14,37.23652404762442,36.933788079757555,37.59980720906466,35.78339140186347,417600.0,212.0,12549797.0,-4000.0,0.0,0.0,0.0,0.0,1.17
2012-05-15,36.87324088618418,36.69159930546406,37.23652404762442,36.44941053117057,207974.0,98.0,6328650.0,2000.0,0.0,0.0,0.0,0.0,1.17
2012-05-16,36.207221756877075,36.44941053117057,37.35761843477117,36.207221756877075,225763.0,123.0,6807990.0,0.0,0.0,0.0,0.0,0.0,1.17
2012-05-17,36.32831614402382,36.207221756877075,36.69159930546406,35.96503298258358,124779.0,92.0,3739118.0,3000.0,0.0,0.0,0.0,0.0,1.17
2012-05-18,35.17791946612974,35.72284420829009,36.146674563303705,35.17791946612974,276211.0,165.0,8076788.0,-7000.0,0.0,0.0,0.0,0.0,1.16
2012-05-21,35.23846665970311,35.359561046849855,35.84393859543684,35.11737227255636,83105.0,58.0,2429649.0,0.0,0.0,0.0,0.0,0.0,1.16
2012-05-22,35.60174982114334,35.54120262756997,36.08612736973033,35.359561046849855,123308.0,86.0,3635623.0,0.0,0.0,0.0,0.0,0.0,1.16
2012-05-23,34.87518349826287,35.23846665970311,35.66229701471672,34.87518349826287,112229.0,85.0,3261960.0,0.0,0.0,0.0,0.0,0.0,1.16
2012-05-24,34.693541917542746,35.11737227255636,35.359561046849855,34.02752278823565,180478.0,97.0,5180614.0,3000.0,0.0,0.0,0.0,0.0,1.17
2012-05-25,34.39080594967589,34.693541917542746,35.359561046849855,34.39080594967589,119214.0,79.0,3434756.0,-3000.0,0.0,0.0,0.0,0.0,1.16
2012-05-28,35.23846665970311,35.23846665970311,35.359561046849855,34.63299472396938,184875.0,126.0,5357525.0,0.0,0.0,0.0,0.0,0.0,1.16
2012-05-29,36.207221756877075,35.60174982114334,36.44941053117057,35.29901385327648,242219.0,173.0,7207166.0,2000.0,0.0,0.0,0.0,0.0,1.17
2012-05-30,36.63105211189069,37.781448789784775,37.781448789784775,36.207221756877075,284549.0,164.0,8658320.0,-2000.0,0.0,0.0,0.0,0.0,1.16
2012-05-31,36.267768950450446,36.32831614402382,36.57050491831731,35.84393859543684,155350.0,105.0,4636880.0,4000.0,0.0,0.0,0.0,0.0,1.17
2012-06-01,35.17791946612974,36.207221756877075,36.207221756877075,35.11737227255636,162540.0,109.0,4768474.0,-4000.0,0.0,0.0,0.0,0.0,1.16
2012-06-04,33.05876769106168,34.511900336822634,34.511900336822634,32.81657891676819,258456.0,168.0,7115743.0,8000.0,0.0,0.0,0.0,0.0,1.17
2012-06-05,33.9064284010889,33.66423962679541,34.26971156252914,33.17986207820842,201244.0,141.0,5617104.0,8000.0,0.0,0.0,0.0,0.0,1.18
2012-06-06,33.60369243322204,34.20916436895577,34.511900336822634,33.60369243322204,176212.0,130.0,4949479.0,-13000.0,0.0,0.0,0.0,0.0,1.17
2012-06-07,33.66423962679541,34.14861717538239,34.39080594967589,33.66423962679541,72363.0,61.0,2026937.0,5000.0,0.0,0.0,0.0,0.0,1.17
2012-06-08,33.845881207515525,33.66423962679541,34.08806998180902,33.42205085250192,56010.0,53.0,1561720.0,-3000.0,0.0,0.0,0.0,0.0,1.17
2012-06-11,33.9064284010889,34.14861717538239,34.511900336822634,33.845881207515525,91479.0,68.0,2574806.0,0.0,0.0,0.0,0.0,0.0,1.17
2012-06-12,33.24040927178179,33.66423962679541,33.66423962679541,33.17986207820842,118000.0,74.0,3249200.0,-5000.0,0.0,0.0,0.0,0.0,1.16
2012-06-13,33.30095646535517,33.42205085250192,33.54314523964866,33.30095646535517,60558.0,56.0,1673551.0,3000.0,0.0,0.0,0.0,0.0,1.17
2012-06-14,33.42205085250192,33.30095646535517,34.02752278823565,33.17986207820842,91227.0,69.0,2530759.0,0.0,0.0,0.0,0.0,0.0,1.17
2012-06-15,33.96697559466227,33.30095646535517,34.14861717538239,33.30095646535517,80482.0,62.0,2250266.0,2000.0,0.0,0.0,0.0,0.0,1.17
2012-06-18,34.99627788540961,34.75408911111612,35.4806554339966,33.9064284010889,276120.0,222.0,7924949.0,6000.0,0.0,0.0,0.0,0.0,1.17
2012-06-19,35.05682507898299,34.693541917542746,35.60174982114334,34.511900336822634,137152.0,107.0,3969793.0,-3000.0,0.0,0.0,0.0,0.0,1.17
2012-06-20,35.84393859543684,35.11737227255636,36.08612736973033,35.11737227255636,285186.0,183.0,8414654.0,3000.0,0.0,0.0,0.0,0.0,1.17
2012-06-21,35.17791946612974,35.84393859543684,36.207221756877075,35.17791946612974,202316.0,172.0,5954138.0,4000.0,0.0,0.0,0.0,0.0,1.18
2012-06-22,35.90448578901021,35.11737227255636,36.87324088618418,34.93573069183624,480209.0,327.0,14331170.0,4000.0,0.0,0.0,0.0,0.0,1.18
2012-06-25,35.359561046849855,36.207221756877075,36.38886333759719,35.359561046849855,176117.0,142.0,5229474.0,3000.0,0.0,0.0,0.0,0.0,1.19
2012-06-26,34.63299472396938,35.4806554339966,35.84393859543684,34.63299472396938,170053.0,139.0,4944957.0,-1000.0,0.0,0.0,0.0,0.0,1.19
2012-06-27,35.11737227255636,34.75408911111612,35.4806554339966,34.75408911111612,142745.0,136.0,4145264.0,1000.0,0.0,0.0,0.0,0.0,1.19
2012-06-28,34.99627788540961,35.60174982114334,35.84393859543684,34.99627788540961,112155.0,95.0,3282748.0,5000.0,0.0,0.0,0.0,0.0,1.19
2012-06-29,35.05682507898299,35.11737227255636,35.29901385327648,34.93573069183624,101684.0,88.0,2945230.0,6000.0,0.0,0.0,0.0,0.0,1.2
2012-07-02,36.267768950450446,35.4806554339966,36.50995772474394,35.23846665970311,326422.0,217.0,9723823.0,17000.0,0.0,0.0,0.0,0.0,1.22
2012-07-03,36.38886333759719,36.38886333759719,37.53926001549128,36.38886333759719,804769.0,507.0,24648739.0,-5000.0,0.0,0.0,0.0,0.0,1.21
2012-07-04,36.207221756877075,36.44941053117057,36.69159930546406,36.146674563303705,315372.0,192.0,9464963.0,9000.0,0.0,0.0,0.0,0.0,1.22
2012-07-05,36.08612736973033,36.32831614402382,36.44941053117057,36.02558017615696,174095.0,114.0,5212933.0,9000.0,0.0,0.0,0.0,0.0,1.23
2012-07-06,35.96503298258358,36.207221756877075,36.207221756877075,35.66229701471672,126361.0,81.0,3739617.0,0.0,0.0,0.0,0.0,0.0,1.23
2012-07-09,35.23846665970311,35.4806554339966,35.84393859543684,35.17791946612974,104240.0,70.0,3053310.0,-3000.0,0.0,0.0,0.0,0.0,1.23
2012-07-10,34.81463630468949,35.23846665970311,35.29901385327648,34.75408911111612,113640.0,92.0,3290967.0,-3000.0,0.0,0.0,0.0,0.0,1.23
2012-07-11,35.420108240423225,34.99627788540961,35.420108240423225,34.75408911111612,154003.0,96.0,4457537.0,-1000.0,0.0,0.0,0.0,0.0,1.23
2012-07-12,34.39080594967589,35.359561046849855,35.359561046849855,34.26971156252914,246615.0,147.0,7039862.0,-18000.0,0.0,0.0,0.0,0.0,1.21
2012-07-13,34.511900336822634,34.39080594967589,34.75408911111612,34.20916436895577,167269.0,85.0,4760465.0,-6000.0,0.0,0.0,0.0,0.0,1.2
2012-07-16,34.26971156252914,34.511900336822634,34.75408911111612,34.26971156252914,54664.0,42.0,1552173.0,-10000.0,0.0,0.0,0.0,0.0,1.19
